Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/03/2022,21615,AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502513026,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/03/2022,21272.33,AUD,SKF Australia Pty Ltd,12 Navigator Place Hendra QLD 4011,NO,NO,,,,,,,,,4502515257,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,7/03/2022,21188.2,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502513239,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,21/03/2022,20984.6,AUD,Invacare Australia Pty Ltd,PO Box 5002 NORTH ROCKS NSW 2151,NO,NO,,,,,,,,,4502515382,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/02/2022,20970.44,AUD,Mt Marrow Blue Metal,237 Mt Marrow Quarry Road Haigslea QLD 4306,YES,NO,,,,,,,,,4502510098,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/03/2022,20883.96,AUD,Acquired Awareness Traffic,PO Box 5757 Brendale QLD 4500,NO,NO,,,,,,,,,4502514749,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/08/2021,20672.3,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502459924,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,14/03/2022,20616.2,AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502514191,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,22/03/2022,20559,AUD,Eastgate Engineering,6-8 Trade Street Lytton QLD 4178,NO,NO,,,,,,,,,4502515760,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,16/03/2022,20416,AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,NO,NO,,,,,,,,,4502514800,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,15/03/2022,20350,AUD,MISI Consulting,88 Brandl Street Eight Mile Plains QLD 4113,NO,NO,,,,,,,,,4502514527,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/03/2022,20259.36,AUD,SKF Australia Pty Ltd,12 Navigator Place Hendra QLD 4011,NO,NO,,,,,,,,,4502514122,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,3/06/2021,20155.3,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502432967,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,23/03/2022,20132.02,AUD,Woodtech Engineering,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502515926,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,23/03/2022,20132.02,AUD,Woodtech Engineering,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502515980,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,10/03/2022,20094.8,AUD,OneTemp Pty Ltd,Po Box 389 Marleston QLD 5033,NO,NO,,,,,,,,,4502513855,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,29/03/2022,19873.7,AUD,Wulguru Steel Pty Ltd,PO Box 2144 Wulguru QLD 4811,NO,NO,,,,,,,,,4502518954,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,16/03/2022,19651.5,AUD,Ingenious Engineering,21-29 Pakenham Road Greenbank QLD 4124,NO,NO,,,,,,,,,4502514857,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,1/03/2022,19507.68,AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,,4502512290,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/03/2022,19200.06,AUD,King's Fibreglass Pty Ltd,16 Jersey Road Bayswater VIC 3153,NO,NO,,,,,,,,,4502512685,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV INSPECT & TEST,31/03/2022,19002.5,AUD,Construction Sciences Pty Ltd,PO Box 253 Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502521360,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR & EXCAV EQUIP,30/03/2022,18788.22,AUD,Delkor Rail Pty Ltd,PO Box CP217 Condell Park NSW 2200,NO,NO,,,,,,,,,4502521049,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/02/2022,18730.71,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,YES,NO,,,,,,,,,4502507227,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PC PURCHASE,25/03/2022,18691.93,AUD,Advanced Mobile IT Pty Ltd,5 Gladstone Road Castle Hill NSW 2154,NO,NO,,,,,,,,,4502516304,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,11/03/2022,18455.94,AUD,Thomson Reuters,100 Harris Street Pyrmont NSW 2009,NO,NO,,,,,,,,,4502514052,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/01/2022,18396.4,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,YES,NO,,,,,,,,,4502500933,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,30/03/2022,18392,AUD,Wide Bay Crane Hire,PO Box 48 Maryborough QLD 4650,NO,NO,,,,,,,,,4502521135,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MEASURING TOOLS,14/03/2022,18328.75,AUD,Position Partners Pty Ltd,PO Box 343 Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502514266,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,30/03/2022,18288.03,AUD,Bulk Fuel Australia Pty Ltd,PO Box 181 Salisbury QLD 4107,NO,NO,,,,,,,,,4502521021,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/03/2022,18207.92,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502518993,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,24/03/2022,18191.25,AUD,Bellingham & Company,PO Box 1251 Warwick QLD 4370,NO,NO,,,,,,,,,4502516095,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,18/03/2022,18183,AUD,RADSPEC CONSULTANTS PTY LTD,47 CINDERELLA DRIVE SPRINGWOOD QLD 4127,NO,NO,,,,,,,,,4502515277,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/01/2022,18163.3,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,YES,NO,,,,,,,,,4502499175,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",9/03/2022,18150,AUD,ECE Fast,505 Lytton Road Morningside QLD 4170,NO,NO,,,,,,,,,4502513771,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/03/2022,17944.83,AUD,Drivetrain Australia Pty Ltd,135 Pilbara Street Welshpool WA 6106,NO,NO,,,,,,,,,4502516488,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,31/03/2022,17934.05,AUD,Boral Construction Materials,147 Coronation Drive Milton QLD 4064,NO,NO,,,,,,,,,4502521385,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,25/03/2022,17852.33,AUD,Thermit Australia Pty Ltd,PO Box 76 Somersby NSW 2250,NO,NO,,,,,,,,,4502516397,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/03/2022,17843.43,AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502512603,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,22/03/2022,17820,AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502515749,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/03/2022,17729.09,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502513604,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/03/2022,17707.8,AUD,Australian Rail Technology Pty Ltd,10 Brennan Close Hornsby NSW 2077,NO,NO,,,,,,,,,4502519001,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,14/03/2022,17667.1,AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502514344,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PC PURCHASE,1/03/2022,17626.95,AUD,ENSCO Rail Australia Pty Ltd,158 Francisco Street Belmont WA 6104,NO,NO,,,,,,,,,4502512291,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","METAL BARS,SHT/SHAPE",29/03/2022,17622.15,AUD,Direct Steel Supplies,PO Box 425 Ipswich QLD 4305,NO,NO,,,,,,,,,4502519043,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",16/03/2022,17600,AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,NO,NO,,,,,,,,,4502514830,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,8/03/2022,17600,AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502513386,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,17/06/2020,17600,AUD,Macarthur & Associates,12 Champions Court Albany Creek QLD 4035,YES,NO,,,,,,,,,4502329058,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/03/2022,17595.23,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502516113,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,29/03/2022,17564.8,AUD,FVS Fire Pty Ltd,69 Commercial Drive Shailer Park QLD 4128,NO,NO,,,,,,,,,4502519126,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/03/2022,17564.8,AUD,FVS Fire Pty Ltd,69 Commercial Drive Shailer Park QLD 4128,NO,NO,,,,,,,,,4502521212,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,10/03/2022,17379.03,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502513987,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PRINTING SERVICES,22/03/2022,17301.57,AUD,The Buckner Group,71 Basalt Street Geebung QLD 4034,NO,NO,,,,,,,,,4050450609,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",4/03/2022,17297.5,AUD,Quarry Products Pty Ltd,PO Box 50 Harlaxton QLD 4350,NO,NO,,,,,,,,,4502513007,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",3/03/2022,17105,AUD,Karreman Quarries,632 West Mt Cotton Road Mt Cotton QLD 4165,NO,NO,,,,,,,,,4502512880,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,30/03/2022,17006,AUD,NQ Petro Pty Ltd,14 Atticus Street Woree QLD 4868,NO,NO,,,,,,,,,4502521147,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECT WIRE PWR EQUIP,22/03/2022,17004.48,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502515607,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,17/03/2022,16966.06,AUD,Coastal Hydraulics & Engineering,PO Box 12025 Bungalow QLD 4870,NO,NO,,,,,,,,,4502515125,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",OTHER DIRECT PROFESSIONAL SERVICES,3/03/2022,16658,AUD,GHD Pty Ltd,PO Box 494 Cairns QLD 4870,NO,NO,,,,,,,,,CW2300227,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,14/03/2022,16572.6,AUD,Sun Engineering (Qld) Pty Ltd,113 Cobalt Street Carole Park QLD 4300,NO,NO,,,,,,,,,4502514255,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/09/2021,16500,AUD,Slater & Gordan Lawyers,485 La Trobe Street Melbourne VIC 3000,YES,NO,,,,,,,,,4502462914,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/03/2022,16406.5,AUD,Jade Engineering Qld Pty Ltd,29 Buchanan Road Banyo QLD 4014,NO,NO,,,,,,,,,4502516062,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/03/2022,16356.96,AUD,Mediacom Australia Pty Limited,65 Berry Street North Sydney NSW 2060,NO,NO,,,,,,,,,4502513274,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,22/03/2022,16280,AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502515612,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FURNACE EQUIP,25/03/2022,16207.4,AUD,Bowen Storage,11 Ramage Street Bayswater VIC 3153,NO,NO,,,,,,,,,4502516337,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,22/03/2022,16177.8,AUD,ENSCO Rail Australia Pty Ltd,158 Francisco Street Belmont WA 6104,NO,NO,,,,,,,,,4502515513,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,15/03/2022,16102,AUD,Tait Electronics (Aust) Pty Ltd,PO Box 679 Virginia QLD 4014,NO,NO,,,,,,,,,4502514437,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/03/2022,16074.85,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502521009,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,7/03/2022,16028.98,AUD,Height Dynamics Pty Ltd,PO Box 527 Albion QLD 4010,NO,NO,,,,,,,,,4502513349,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,14/03/2022,15945.6,AUD,Pacific National Industries Pty Ltd,98 Benjamin Place Lytton QLD 4178,NO,NO,,,,,,,,,4502514202,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,1/03/2022,15928,AUD,Virginia Auto Electrical,15 Matheson Street Virginia QLD 4014,NO,NO,,,,,,,,,4502512420,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,17/03/2022,15906,AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,NO,NO,,,,,,,,,4502514984,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,2/02/2022,15893.74,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,,,,,,,,,4502504020,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,21/03/2022,15873,AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502515478,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/03/2022,15801.34,AUD,CoachAir Pty Ltd,52 Falcum Street Richland QLD 4077,NO,NO,,,,,,,,,4502521160,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",28/03/2022,15794.59,AUD,Woodtech Engineering,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502518782,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,16/03/2022,15416.75,AUD,RF Industries Pty Ltd,PO Box 340 Banyo QLD 4014,NO,NO,,,,,,,,,4502514730,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,3/03/2022,15414.66,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502512889,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,10/03/2022,15400,AUD,Hughes Gravel,48 Forest Hill-Fernvale Road Glenore Grove QLD 4342,NO,NO,,,,,,,,,4502513948,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,16/03/2022,15400,AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,NO,NO,,,,,,,,,4502514712,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,15/03/2022,15400,AUD,Plus Systems,46 Wharf Street Kangaroo Point QLD 4169,NO,NO,,,,,,,,,4502514624,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,8/03/2022,15387.79,AUD,DLPC Pty Ltd,PO Box 251 Capalaba QLD 4157,NO,NO,,,,,,,,,4502513442,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,15/03/2022,15317.39,AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502514607,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,2/03/2022,15312,AUD,Gold Creek Engineers Australia,10 Keryn Pl Keperra QLD 4054,NO,NO,,,,,,,,,4502512551,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/03/2022,15281.95,AUD,UGL Rail,80 Dorcas Street Melbourne VIC 3205,NO,NO,,,,,,,,,4502521394,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FLEET MNGMENT,25/03/2022,15262.5,AUD,Joe Bradley Fibreglass Pty Ltd,PO Box 5090 Brendale QLD 4500,NO,NO,,,,,,,,,4502516420,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/03/2022,15207.5,AUD,Coman Textiles Pty Ltd,PO Box 485 Springwood QLD 4127,NO,NO,,,,,,,,,4502521071,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,30/04/2021,15086.5,AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,YES,NO,,,,,,,,,4502422786,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,30/03/2022,15048,AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502519807,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/03/2021,15022.7,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,YES,NO,,,,,,,,,4502406707,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,22/03/2022,14946.8,AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502515636,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,22/03/2022,14913.58,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502515663,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,22/03/2022,14845.6,AUD,Go-Train Industry Pty Ltd,10 Pioneer Avenue Tuggerah Business Park NSW 2259,NO,NO,,,,,,,,,4502515750,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,15/03/2022,14747.7,AUD,Berendsen Fluid Power Aust Pty Ltd,20 Bernoulli Street Richlands QLD 4077,NO,NO,,,,,,,,,4502514480,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,16/03/2022,14710.85,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502514763,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,14/03/2022,14541.45,AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502514311,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,21/03/2022,14410,AUD,Container Domes Australia,18-20 Industrial Place Yandina QLD 4565,NO,NO,,,,,,,,,4502515377,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,30/03/2022,14364.9,AUD,Height Dynamics Pty Ltd,PO Box 527 Albion QLD 4010,NO,NO,,,,,,,,,4502521123,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,10/03/2022,14315.5,AUD,Power On Australia Pty Ltd,256 Musgrave Road Coopers Plains QLD 4108,NO,NO,,,,,,,,,4502513998,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,10/03/2022,14300,AUD,MURPHY DRILLING PTY LTD T/AS,1-7 ELLENGOWAN STREET URANGAN QLD 4655,NO,NO,,,,,,,,,4502513814,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,22/02/2022,14300,AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,YES,NO,,,,,,,,,4502507186,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MEASURING TOOLS,1/03/2022,14221.9,AUD,EN DE TEK Australia Pty Ltd,2 Apollo Street Warriewood NSW 2102,NO,NO,,,,,,,,,4502512419,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,24/03/2022,14198.36,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,NO,NO,,,,,,,,,4502516150,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/09/2020,14174.24,AUD,Voith Turbo Pty Ltd,23-47 Percival Road Smithfield NSW 2164,YES,NO,,,,,,,,,4502358767,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","M VEH, TRLRS & CYCL",28/03/2022,14096.65,AUD,Woodtech Engineering,76 Neptune Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502518790,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000", BLDG WORKS CONTRACT,31/03/2022,14079.99,AUD,Elite Home Builders Pty Ltd,71 Tills Street Westcourt QLD 4870,NO,NO,,,,,,,,,4502521403,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,22/03/2022,13796.2,AUD,Queensland Access Pty Ltd,PO Box 3036 Sumner Park QLD 4074,NO,NO,,,,,,,,,4502515660,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PREFAB STRUCT SCAFF,16/03/2022,13777.5,AUD,Evolution Industry Pty Ltd,PO Box 234 Archerfield QLD 4108,NO,NO,,,,,,,,,4502514664,,,,,
